audio_id,audio_name,year,month,day,type,duration_min,audio_r2_url,audio_drive_url,transcript_id,transcript_name,transcript_r2_url,transcript_drive_url,mapping_confidence,match_reason
"a_3780","0420--5719-Tamuz 13q Sicha 16.mp3","5719","Tamuz",13,"",7.75,"https://audio.kohnai.ai/training/0420--5719-Tamuz%2013q%20Sicha%2016.mp3","https://drive.google.com/file/d/1V29KbG01DrZVYlUDHAc4MW99IdalGTB-/view","t_1007","13 Tammuz 5719 - Italy.docx","/api/transcript?name=13%20Tammuz%205719%20-%20Italy.txt","https://drive.google.com/file/d/1URPX3CzT9-ek2ig7kVePeYl39pky2Mtf/view",0.95,"50hr-selected"
"a_3623","0446--5720-Kislev 19f Mamar.mp3","5720","Kislev",19,"",18.85,"https://audio.kohnai.ai/training/0446--5720-Kislev%2019f%20Mamar.mp3","https://drive.google.com/file/d/1tzk6oslBFHvjC2cI8IIsCWdhpJggu1up/view","t_952","19 Kislev 5720 Sicha 6 Transcript.docx","/api/transcript?name=19%20Kislev%205720%20Sicha%206%20Transcript.txt","https://drive.google.com/file/d/1Jag1yn2IWKgqd2jJIVBONVS0RtwyMIrN/view",0.95,"50hr-selected"
"a_3618","0451--5720-Kislev 19k Sicha 10.mp3","5720","Kislev",19,"",17.69,"https://audio.kohnai.ai/training/0451--5720-Kislev%2019k%20Sicha%2010.mp3","https://drive.google.com/file/d/1mHfU6tR67apj77t8STjslN7y0H5NBQIx/view","t_964","19 Kislev 5720 Sicha 10.docx","/api/transcript?name=19%20Kislev%205720%20Sicha%2010.txt","https://drive.google.com/file/d/1sC5qQmHN8bKhpDL693TIyna05wVIEZbw/view",0.95,"50hr-selected"
"a_3617","0452--5720-Kislev 19l Sicha 11.mp3","5720","Kislev",19,"",8.63,"https://audio.kohnai.ai/training/0452--5720-Kislev%2019l%20Sicha%2011.mp3","https://drive.google.com/file/d/1lEwOr9Bc6vsr2j2_Wk5Ooq2SN_13QJ4K/view","t_965","19 Kislev 5720 Sicha 11.docx","/api/transcript?name=19%20Kislev%205720%20Sicha%2011.txt","https://drive.google.com/file/d/1nP_R71bz6N05q0uu7DLwJf4U8r-j_hq3/view",0.95,"50hr-selected"
"a_3616","0453--5720-Kislev 19m Sicha 12.mp3","5720","Kislev",19,"",15.11,"https://audio.kohnai.ai/training/0453--5720-Kislev%2019m%20Sicha%2012.mp3","https://drive.google.com/file/d/1cryErXxdjEIQWUTv5-G7oKIS3sBE0xsy/view","t_952","19 Kislev 5720 Sicha 6 Transcript.docx","/api/transcript?name=19%20Kislev%205720%20Sicha%206%20Transcript.txt","https://drive.google.com/file/d/1Jag1yn2IWKgqd2jJIVBONVS0RtwyMIrN/view",0.95,"50hr-selected"
"a_3594","0475--5720-Adar 14g Mamar.mp3","5720","Adar",14,"",8.57,"https://audio.kohnai.ai/training/0475--5720-Adar%2014g%20Mamar.mp3","https://drive.google.com/file/d/1qDq9VzUMhRVFHKE6wKzl-348LQL7rN09/view","t_947","14 Adar 5720 - Sicha 12.docx","/api/transcript?name=14%20Adar%205720%20-%20Sicha%2012.txt","https://drive.google.com/file/d/1kYXrcLE2xrpBhiYaE_fLCecgtlrD8IYk/view",0.95,"50hr-selected"
"a_3592","0477--5720-Adar 14h Mamar.mp3","5720","Adar",14,"",19.15,"https://audio.kohnai.ai/training/0477--5720-Adar%2014h%20Mamar.mp3","https://drive.google.com/file/d/1SwibsKKu3sD-N5Vwv3ubcLM3iFeV7U2F/view","t_947","14 Adar 5720 - Sicha 12.docx","/api/transcript?name=14%20Adar%205720%20-%20Sicha%2012.txt","https://drive.google.com/file/d/1kYXrcLE2xrpBhiYaE_fLCecgtlrD8IYk/view",0.95,"50hr-selected"
"a_3590","0480--5720-Adar 14k Sicha 10.mp3","5720","Adar",14,"",15.54,"https://audio.kohnai.ai/training/0480--5720-Adar%2014k%20Sicha%2010.mp3","https://drive.google.com/file/d/1ow6Q7vbCvhNSoKPInNi2qiJzIYSNKK9c/view","t_947","14 Adar 5720 - Sicha 12.docx","/api/transcript?name=14%20Adar%205720%20-%20Sicha%2012.txt","https://drive.google.com/file/d/1kYXrcLE2xrpBhiYaE_fLCecgtlrD8IYk/view",0.95,"50hr-selected"
"a_3589","0482--5720-Adar 14m Sicha 12.mp3","5720","Adar",14,"",21.46,"https://audio.kohnai.ai/training/0482--5720-Adar%2014m%20Sicha%2012.mp3","https://drive.google.com/file/d/1IROTae0aGV1OjukkQq0IMQx7AWaNd1Uo/view","t_947","14 Adar 5720 - Sicha 12.docx","/api/transcript?name=14%20Adar%205720%20-%20Sicha%2012.txt","https://drive.google.com/file/d/1kYXrcLE2xrpBhiYaE_fLCecgtlrD8IYk/view",0.95,"50hr-selected"
"a_3576","0495--5720-Tamuz 15 Farbrengen Gan Yisroel Sicha 1.mp3","5720","Tamuz",15,"",15.92,"https://audio.kohnai.ai/training/0495--5720-Tamuz%2015%20Farbrengen%20Gan%20Yisroel%20Sicha%201.mp3","https://drive.google.com/file/d/1d0Np0MvYjHFJZUK4h57ONaDMyaTnMp4D/view","t_980","15 Tammuz 5720 - Gan Israel.DOC","/api/transcript?name=15%20Tammuz%205720%20-%20Gan%20Israel.txt","https://drive.google.com/file/d/1fX0z45UbE6esAPIUzAufd288X0tKnPha/view",0.95,"50hr-selected"
"a_3575","0496--5720-Tamuz 15b Sicha 2.mp3","5720","Tamuz",15,"",10.83,"https://audio.kohnai.ai/training/0496--5720-Tamuz%2015b%20Sicha%202.mp3","https://drive.google.com/file/d/1SuVdk9-FT-pZ9xIcGQGT9wejrj_NO1jH/view","t_980","15 Tammuz 5720 - Gan Israel.DOC","/api/transcript?name=15%20Tammuz%205720%20-%20Gan%20Israel.txt","https://drive.google.com/file/d/1fX0z45UbE6esAPIUzAufd288X0tKnPha/view",0.95,"50hr-selected"
"a_3573","0498--5720-Tamuz 15d Mamar.mp3","5720","Tamuz",15,"",21.9,"https://audio.kohnai.ai/training/0498--5720-Tamuz%2015d%20Mamar.mp3","https://drive.google.com/file/d/1lEGMSjnzQ63CObcvxrZ_pgDuxLB_HZc6/view","t_980","15 Tammuz 5720 - Gan Israel.DOC","/api/transcript?name=15%20Tammuz%205720%20-%20Gan%20Israel.txt","https://drive.google.com/file/d/1fX0z45UbE6esAPIUzAufd288X0tKnPha/view",0.95,"50hr-selected"
"a_3572","0499--5720-Tamuz 15e Birchas hamozon end.mp3","5720","Tamuz",15,"",11.77,"https://audio.kohnai.ai/training/0499--5720-Tamuz%2015e%20Birchas%20hamozon%20end.mp3","https://drive.google.com/file/d/1Ea08mqDfqQIwM2wb2pEe-E9AwhYg7jrQ/view","t_980","15 Tammuz 5720 - Gan Israel.DOC","/api/transcript?name=15%20Tammuz%205720%20-%20Gan%20Israel.txt","https://drive.google.com/file/d/1fX0z45UbE6esAPIUzAufd288X0tKnPha/view",0.95,"50hr-selected"
"a_3499","0518--5721-Kislev 19e Mamar.mp3","5721","Kislev",19,"",24.68,"https://audio.kohnai.ai/training/0518--5721-Kislev%2019e%20Mamar.mp3","https://drive.google.com/file/d/1FhZy1aiCknCw4k0Ueg160aFbB3i7PrM_/view","t_956","19 Kislev 5721 Sicha 9.docx","/api/transcript?name=19%20Kislev%205721%20Sicha%209.txt","https://drive.google.com/file/d/1o-OzNaCW8kKZjCzTgQawVdTA6bHG6dMD/view",0.95,"50hr-selected"
"a_3497","0520--5721-Kislev 19g Sicha 6.mp3","5721","Kislev",19,"",17.5,"https://audio.kohnai.ai/training/0520--5721-Kislev%2019g%20Sicha%206.mp3","https://drive.google.com/file/d/16-PGbaVgLCzKnn8ntle6KG_MLF3W2Jmd/view","t_956","19 Kislev 5721 Sicha 9.docx","/api/transcript?name=19%20Kislev%205721%20Sicha%209.txt","https://drive.google.com/file/d/1o-OzNaCW8kKZjCzTgQawVdTA6bHG6dMD/view",0.95,"50hr-selected"
"a_3496","0521--5721-Kislev 19h Sicha 7.mp3","5721","Kislev",19,"",8.51,"https://audio.kohnai.ai/training/0521--5721-Kislev%2019h%20Sicha%207.mp3","https://drive.google.com/file/d/1IGs9k-81cr1BXWt_wllsRYotghfvb7Oz/view","t_956","19 Kislev 5721 Sicha 9.docx","/api/transcript?name=19%20Kislev%205721%20Sicha%209.txt","https://drive.google.com/file/d/1o-OzNaCW8kKZjCzTgQawVdTA6bHG6dMD/view",0.95,"50hr-selected"
"a_3494","0523--5721-Kislev 19j Sicha 9.mp3","5721","Kislev",19,"",17.16,"https://audio.kohnai.ai/training/0523--5721-Kislev%2019j%20Sicha%209.mp3","https://drive.google.com/file/d/144V-GSshWqi10MN9NYMUWT5TB3dk6RBq/view","t_956","19 Kislev 5721 Sicha 9.docx","/api/transcript?name=19%20Kislev%205721%20Sicha%209.txt","https://drive.google.com/file/d/1o-OzNaCW8kKZjCzTgQawVdTA6bHG6dMD/view",0.95,"50hr-selected"
"a_3480","0537--5721-Adar 14e Mamar.mp3","5721","Adar",14,"",24.17,"https://audio.kohnai.ai/training/0537--5721-Adar%2014e%20Mamar.mp3","https://drive.google.com/file/d/1cYFWIHxsdHiPGLif5cNmaYjnRsbuXZvx/view","t_946","14 Adar 5721 Sicha 6.docx","/api/transcript?name=14%20Adar%205721%20Sicha%206.txt","https://drive.google.com/file/d/1jitsf6A85wwE5Vu2VemKZCNR4WertgO5/view",0.95,"50hr-selected"
"a_3475","0542--5721-Adar 14j Sicha 8.mp3","5721","Adar",14,"",18.99,"https://audio.kohnai.ai/training/0542--5721-Adar%2014j%20Sicha%208.mp3","https://drive.google.com/file/d/1-Qpmm-xVXq5FinBN2yO2iEtrjY8h_BME/view","t_946","14 Adar 5721 Sicha 6.docx","/api/transcript?name=14%20Adar%205721%20Sicha%206.txt","https://drive.google.com/file/d/1jitsf6A85wwE5Vu2VemKZCNR4WertgO5/view",0.95,"50hr-selected"
"a_3474","0543--5721-Adar 14k Sicha 9.mp3","5721","Adar",14,"",13.92,"https://audio.kohnai.ai/training/0543--5721-Adar%2014k%20Sicha%209.mp3","https://drive.google.com/file/d/1UG82HmGQp2aqH7JDBwyN8vGhmKOyBAk1/view","t_946","14 Adar 5721 Sicha 6.docx","/api/transcript?name=14%20Adar%205721%20Sicha%206.txt","https://drive.google.com/file/d/1jitsf6A85wwE5Vu2VemKZCNR4WertgO5/view",0.95,"50hr-selected"
"a_3468","0549--5721-Tamuz 12e Mamar.mp3","5721","Tamuz",12,"",34.92,"https://audio.kohnai.ai/training/0549--5721-Tamuz%2012e%20Mamar.mp3","https://drive.google.com/file/d/1nCT348uN1C0eXhz_uJ2AbfqcVGSzOttV/view","t_971","12 Tammuz 5721.docx","/api/transcript?name=12%20Tammuz%205721.txt","https://drive.google.com/file/d/19tS97an1W1qLf6H6lHDw7LxuSFbMq5ym/view",0.95,"50hr-selected"
"a_3466","0551--5721-Tamuz 12g Sicha 6.mp3","5721","Tamuz",12,"",14.6,"https://audio.kohnai.ai/training/0551--5721-Tamuz%2012g%20Sicha%206.mp3","https://drive.google.com/file/d/1d7Q0Hn_WX6HbR1TTR5DnHhcuk3kfmifu/view","t_971","12 Tammuz 5721.docx","/api/transcript?name=12%20Tammuz%205721.txt","https://drive.google.com/file/d/19tS97an1W1qLf6H6lHDw7LxuSFbMq5ym/view",0.95,"50hr-selected"
"a_3464","0553--5721-Tamuz 12i Sicha 8.mp3","5721","Tamuz",12,"",11.05,"https://audio.kohnai.ai/training/0553--5721-Tamuz%2012i%20Sicha%208.mp3","https://drive.google.com/file/d/1UCS3G0LWEG7Vacsj8uqvIUo9n2QUD-vL/view","t_971","12 Tammuz 5721.docx","/api/transcript?name=12%20Tammuz%205721.txt","https://drive.google.com/file/d/19tS97an1W1qLf6H6lHDw7LxuSFbMq5ym/view",0.95,"50hr-selected"
"a_3714","0581--5722-Kislev 19f Mamar.mp3","5722","Kislev",19,"",25.36,"https://audio.kohnai.ai/training/0581--5722-Kislev%2019f%20Mamar.mp3","https://drive.google.com/file/d/1T95-8R-7oK5NPDzn9rNPKJ0S4p_lZCtu/view","t_938","19 Kislev 5722 Sicha 9.docx","/api/transcript?name=19%20Kislev%205722%20Sicha%209.txt","https://drive.google.com/file/d/1T54Gt0L7aNTRIleTU9sA_-r1gCLpcEA8/view",0.95,"50hr-selected"
"a_3705","0590--5722-Shvat 10d Mamar.mp3","5722","Shevat",10,"",27.44,"https://audio.kohnai.ai/training/0590--5722-Shvat%2010d%20Mamar.mp3","https://drive.google.com/file/d/15vffeRTPV9d1fZYi-1OSZPvDszWJ20FB/view","t_941","10 Shevat 5722 Sicha 1.docx","/api/transcript?name=10%20Shevat%205722%20Sicha%201.txt","https://drive.google.com/file/d/1tytFZGII2TuUW_hsy7pJ4czx9YWibkkf/view",0.95,"50hr-selected"
"a_3698","0597--5722-Shvat 10k Sicha 9.mp3","5722","Shevat",10,"",14.18,"https://audio.kohnai.ai/training/0597--5722-Shvat%2010k%20Sicha%209.mp3","https://drive.google.com/file/d/1Yy-C0oKKL9ITtsyvtW8fZd8W8OWa3wFJ/view","t_941","10 Shevat 5722 Sicha 1.docx","/api/transcript?name=10%20Shevat%205722%20Sicha%201.txt","https://drive.google.com/file/d/1tytFZGII2TuUW_hsy7pJ4czx9YWibkkf/view",0.95,"50hr-selected"
"a_3676","0619--5722-Nissan 11g Mamar 2.mp3","5722","Nissan",11,"",15.88,"https://audio.kohnai.ai/training/0619--5722-Nissan%2011g%20Mamar%202.mp3","https://drive.google.com/file/d/11V1oo2ptkQJqs1ceIDOjBdZbrjlC5WQB/view","t_983","11 Nissan 5722.doc","/api/transcript?name=11%20Nissan%205722.txt","https://drive.google.com/file/d/1WOM7Bh56N-aPxu8Mh8uuruTeOtdZmkXq/view",0.95,"50hr-selected"
"a_3675","0620--5722-Nissan 11h Sicha 6.mp3","5722","Nissan",11,"",9.83,"https://audio.kohnai.ai/training/0620--5722-Nissan%2011h%20Sicha%206.mp3","https://drive.google.com/file/d/1ZCu9n-pe6FjGYuKVU07coZ8Ie0zLDLCp/view","t_983","11 Nissan 5722.doc","/api/transcript?name=11%20Nissan%205722.txt","https://drive.google.com/file/d/1WOM7Bh56N-aPxu8Mh8uuruTeOtdZmkXq/view",0.95,"50hr-selected"
"a_3664","0631--5722-Tamuz 13e Mamar.mp3","5722","Tamuz",13,"",24.25,"https://audio.kohnai.ai/training/0631--5722-Tamuz%2013e%20Mamar.mp3","https://drive.google.com/file/d/1xSxj4f75kx_4iKqTEl-XN67UF6h_RXvc/view","t_960","13 Tammuz 5722 Sichos 1&2.docx","/api/transcript?name=13%20Tammuz%205722%20Sichos%201%262.txt","https://drive.google.com/file/d/19p-CquPMB3bRA7q2SRuM_WSvgY8trVBJ/view",0.95,"50hr-selected"
"a_3657","0638--5722-Tamuz 13l Sicha 11.mp3","5722","Tamuz",13,"",16.68,"https://audio.kohnai.ai/training/0638--5722-Tamuz%2013l%20Sicha%2011.mp3","https://drive.google.com/file/d/1zK7C_EseB7QEPTlJ4q-VHiiX1w1gbnaA/view","t_960","13 Tammuz 5722 Sichos 1&2.docx","/api/transcript?name=13%20Tammuz%205722%20Sichos%201%262.txt","https://drive.google.com/file/d/19p-CquPMB3bRA7q2SRuM_WSvgY8trVBJ/view",0.95,"50hr-selected"
"a_3643","0652--5722-Elul 18e Sicha 5.mp3","5722","Elul",18,"",9.58,"https://audio.kohnai.ai/training/0652--5722-Elul%2018e%20Sicha%205.mp3","https://drive.google.com/file/d/1eWPL_ehMY4Gb0Jtsa0OF6Etij4GvzBwa/view","t_937","18 Elul 5722 Sicha 2.docx","/api/transcript?name=18%20Elul%205722%20Sicha%202.txt","https://drive.google.com/file/d/1DMmtWi_JacSZmfro5AbSXkin1vWvk_8z/view",0.95,"50hr-selected"
"a_3640","0655--5722-Elul 18h Sicha 8.mp3","5722","Elul",18,"",15.69,"https://audio.kohnai.ai/training/0655--5722-Elul%2018h%20Sicha%208.mp3","https://drive.google.com/file/d/1HK6s5a6XtTqy2LvYa9TAa7GWCxwHNR9y/view","t_937","18 Elul 5722 Sicha 2.docx","/api/transcript?name=18%20Elul%205722%20Sicha%202.txt","https://drive.google.com/file/d/1DMmtWi_JacSZmfro5AbSXkin1vWvk_8z/view",0.95,"50hr-selected"
"a_3449","0681--5723-Kislev 19f Mamar.mp3","5723","Kislev",19,"",17.93,"https://audio.kohnai.ai/training/0681--5723-Kislev%2019f%20Mamar.mp3","https://drive.google.com/file/d/1pha0ei3okdbsGlZsW2T_q4qyJ1RqPUiF/view","t_981","19 Kislev 5723 Sicha 5.doc","/api/transcript?name=19%20Kislev%205723%20Sicha%205.txt","https://drive.google.com/file/d/1qYO7Qg7WO4Q01Twyfu0fUFM_BvXf0MHU/view",0.95,"50hr-selected"
"a_3447","0683--5723-Kislev 19h Sicha 7.mp3","5723","Kislev",19,"",32.36,"https://audio.kohnai.ai/training/0683--5723-Kislev%2019h%20Sicha%207.mp3","https://drive.google.com/file/d/1jW9unfOxHgu98InVluqT5oAem5vgBHlu/view","t_981","19 Kislev 5723 Sicha 5.doc","/api/transcript?name=19%20Kislev%205723%20Sicha%205.txt","https://drive.google.com/file/d/1qYO7Qg7WO4Q01Twyfu0fUFM_BvXf0MHU/view",0.95,"50hr-selected"
"a_3446","0684--5723-Kislev 19i Sicha 8.mp3","5723","Kislev",19,"",16.53,"https://audio.kohnai.ai/training/0684--5723-Kislev%2019i%20Sicha%208.mp3","https://drive.google.com/file/d/1mOSt5DzigJMEtc_nczFIXqR5tVH41pe9/view","t_981","19 Kislev 5723 Sicha 5.doc","/api/transcript?name=19%20Kislev%205723%20Sicha%205.txt","https://drive.google.com/file/d/1qYO7Qg7WO4Q01Twyfu0fUFM_BvXf0MHU/view",0.95,"50hr-selected"
"a_3445","0685--5723-Kislev 19j Sicha 9.mp3","5723","Kislev",19,"",8.25,"https://audio.kohnai.ai/training/0685--5723-Kislev%2019j%20Sicha%209.mp3","https://drive.google.com/file/d/1bEFUG_ojdo_KilzNjMN6naFGNtzlrC6j/view","t_981","19 Kislev 5723 Sicha 5.doc","/api/transcript?name=19%20Kislev%205723%20Sicha%205.txt","https://drive.google.com/file/d/1qYO7Qg7WO4Q01Twyfu0fUFM_BvXf0MHU/view",0.95,"50hr-selected"
"a_3429","0701--5723-Shvat 10d Mamar and nigun.mp3","5723","Shevat",10,"",36.63,"https://audio.kohnai.ai/training/0701--5723-Shvat%2010d%20Mamar%20and%20nigun.mp3","https://drive.google.com/file/d/1K40KGv52KMzB2DwWIbSWCgGt36SpjEG1/view","t_943","10 Shevat 5723 Sicha 2.docx","/api/transcript?name=10%20Shevat%205723%20Sicha%202.txt","https://drive.google.com/file/d/1hgGgP_W4ZN0FwEa-sNN7oyqIEghNfpKl/view",0.95,"50hr-selected"
"a_3423","0707--5723-Shvat 10j Sicha 9 and nigunim.mp3","5723","Shevat",10,"",17.46,"https://audio.kohnai.ai/training/0707--5723-Shvat%2010j%20Sicha%209%20and%20nigunim.mp3","https://drive.google.com/file/d/1PdSSw7IuCg5hRYEwQKZyluyqwErcXbIB/view","t_943","10 Shevat 5723 Sicha 2.docx","/api/transcript?name=10%20Shevat%205723%20Sicha%202.txt","https://drive.google.com/file/d/1hgGgP_W4ZN0FwEa-sNN7oyqIEghNfpKl/view",0.95,"50hr-selected"
"a_3422","0708--5723-Shvat 10k Sicha 10 nigunim and end.mp3","5723","Shevat",10,"",7.16,"https://audio.kohnai.ai/training/0708--5723-Shvat%2010k%20Sicha%2010%20nigunim%20and%20end.mp3","https://drive.google.com/file/d/1uk3XnyxECoSu4yNxsmhcOU5X-ocY9S2Y/view","t_943","10 Shevat 5723 Sicha 2.docx","/api/transcript?name=10%20Shevat%205723%20Sicha%202.txt","https://drive.google.com/file/d/1hgGgP_W4ZN0FwEa-sNN7oyqIEghNfpKl/view",0.95,"50hr-selected"
"a_3418","0712--5723-Adar 14d Mamar and nigunim.mp3","5723","Adar",14,"",31.04,"https://audio.kohnai.ai/training/0712--5723-Adar%2014d%20Mamar%20and%20nigunim.mp3","https://drive.google.com/file/d/1XDPIAnjQLxVPwRHC9hdubgKaV6U2D-40/view","t_969","14 Adar 5723 Sicha 6.docx","/api/transcript?name=14%20Adar%205723%20Sicha%206.txt","https://drive.google.com/file/d/18mh3wkWC-qq8l5CGww7kT3pduOijrPQe/view",0.95,"50hr-selected"
"a_3414","0716--5723-Adar 14h Magbis nigunim.mp3","5723","Adar",14,"",9.81,"https://audio.kohnai.ai/training/0716--5723-Adar%2014h%20Magbis%20nigunim.mp3","https://drive.google.com/file/d/1MjW_8xalN4uYUiy7nhn5YMHu2YOs2qn3/view","t_969","14 Adar 5723 Sicha 6.docx","/api/transcript?name=14%20Adar%205723%20Sicha%206.txt","https://drive.google.com/file/d/18mh3wkWC-qq8l5CGww7kT3pduOijrPQe/view",0.95,"50hr-selected"
"a_3413","0717--5723-Adar 14i Sicha 8 nigun.mp3","5723","Adar",14,"",20.88,"https://audio.kohnai.ai/training/0717--5723-Adar%2014i%20Sicha%208%20nigun.mp3","https://drive.google.com/file/d/19v-AL078A7nDaI4DJI55IiTVxhnDFLRt/view","t_969","14 Adar 5723 Sicha 6.docx","/api/transcript?name=14%20Adar%205723%20Sicha%206.txt","https://drive.google.com/file/d/18mh3wkWC-qq8l5CGww7kT3pduOijrPQe/view",0.95,"50hr-selected"
"a_3411","0719--5723-Adar 14k Sicha 10 nigunim end.mp3","5723","Adar",14,"",9.82,"https://audio.kohnai.ai/training/0719--5723-Adar%2014k%20Sicha%2010%20nigunim%20end.mp3","https://drive.google.com/file/d/15uOLfP3STwo1f6JueblAn_whMZVoiNEk/view","t_969","14 Adar 5723 Sicha 6.docx","/api/transcript?name=14%20Adar%205723%20Sicha%206.txt","https://drive.google.com/file/d/18mh3wkWC-qq8l5CGww7kT3pduOijrPQe/view",0.95,"50hr-selected"
"a_3922","0757--5724-Shvat 10d Mamar nigunim talking.mp3","5724","Shevat",10,"",36.86,"https://audio.kohnai.ai/training/0757--5724-Shvat%2010d%20Mamar%20nigunim%20talking.mp3","https://drive.google.com/file/d/10rr9NzLx595qsKb0ff6Ow5YFIuukcwz9/view","t_942","10 Shevat 5724 Sicha 2.docx","/api/transcript?name=10%20Shevat%205724%20Sicha%202.txt","https://drive.google.com/file/d/1Lebc0Q_mro0F1CmgfrXn7mu3634GxXij/view",0.95,"50hr-selected"
"a_3919","0760--5724-Shvat 10g Sicha 6.mp3","5724","Shevat",10,"",16.76,"https://audio.kohnai.ai/training/0760--5724-Shvat%2010g%20Sicha%206.mp3","https://drive.google.com/file/d/1K8gSOQxNnGyBz9hZ978YVKNKmTxZ-ciS/view","t_942","10 Shevat 5724 Sicha 2.docx","/api/transcript?name=10%20Shevat%205724%20Sicha%202.txt","https://drive.google.com/file/d/1Lebc0Q_mro0F1CmgfrXn7mu3634GxXij/view",0.95,"50hr-selected"
"a_3917","0762--5724-Shvat 10i Sicha 8 nigunim.mp3","5724","Shevat",10,"",10.2,"https://audio.kohnai.ai/training/0762--5724-Shvat%2010i%20Sicha%208%20nigunim.mp3","https://drive.google.com/file/d/17Hw6BZ6JMeaNvNhLt6rvjvqbbFYOpXsI/view","t_942","10 Shevat 5724 Sicha 2.docx","/api/transcript?name=10%20Shevat%205724%20Sicha%202.txt","https://drive.google.com/file/d/1Lebc0Q_mro0F1CmgfrXn7mu3634GxXij/view",0.95,"50hr-selected"
"a_3911","0769--5724-Adar 14f Mamar.mp3","5724","Adar",14,"",17.77,"https://audio.kohnai.ai/training/0769--5724-Adar%2014f%20Mamar.mp3","https://drive.google.com/file/d/1DkVvK0zffPrg_n6UJ4zbp9EB8tf8EdIM/view","t_958","14 Adar 5724 Sicha 3.docx","/api/transcript?name=14%20Adar%205724%20Sicha%203.txt","https://drive.google.com/file/d/1Y8RNomAtCvfGywG4_HP_dAT3aynRNSv6/view",0.95,"50hr-selected"
"a_3910","0770--5724-Adar 14g Sicha 6.mp3","5724","Adar",14,"",26.81,"https://audio.kohnai.ai/training/0770--5724-Adar%2014g%20Sicha%206.mp3","https://drive.google.com/file/d/1pap6Omkt-DnbZTwai0sKdVkoFOGlLmWN/view","t_958","14 Adar 5724 Sicha 3.docx","/api/transcript?name=14%20Adar%205724%20Sicha%203.txt","https://drive.google.com/file/d/1Y8RNomAtCvfGywG4_HP_dAT3aynRNSv6/view",0.95,"50hr-selected"
"a_3907","0772--5724-Adar 14i Sicha 8.mp3","5724","Adar",14,"",8.03,"https://audio.kohnai.ai/training/0772--5724-Adar%2014i%20Sicha%208.mp3","https://drive.google.com/file/d/1-tNxhXR-LFO70pLqTQGcCwgYiRdaunI2/view","t_958","14 Adar 5724 Sicha 3.docx","/api/transcript?name=14%20Adar%205724%20Sicha%203.txt","https://drive.google.com/file/d/1Y8RNomAtCvfGywG4_HP_dAT3aynRNSv6/view",0.95,"50hr-selected"
"a_3908","0773--5724-Adar 14j Sicha 9.mp3","5724","Adar",14,"",9.87,"https://audio.kohnai.ai/training/0773--5724-Adar%2014j%20Sicha%209.mp3","https://drive.google.com/file/d/19VSJ4wPJNyVTzV4ybiw-iMDamnyK1U_o/view","t_958","14 Adar 5724 Sicha 3.docx","/api/transcript?name=14%20Adar%205724%20Sicha%203.txt","https://drive.google.com/file/d/1Y8RNomAtCvfGywG4_HP_dAT3aynRNSv6/view",0.95,"50hr-selected"
"a_3906","0775--5724-Adar 14l Sicha 11 end.mp3","5724","Adar",14,"",15.92,"https://audio.kohnai.ai/training/0775--5724-Adar%2014l%20Sicha%2011%20end.mp3","https://drive.google.com/file/d/1RzZWyOI539klz37t5HTH8HYf_xXFOtfQ/view","t_958","14 Adar 5724 Sicha 3.docx","/api/transcript?name=14%20Adar%205724%20Sicha%203.txt","https://drive.google.com/file/d/1Y8RNomAtCvfGywG4_HP_dAT3aynRNSv6/view",0.95,"50hr-selected"
"a_3901","0779--5724-Tamuz 12d Mamar nigunim talking.mp3","5724","Tamuz",12,"",28.95,"https://audio.kohnai.ai/training/0779--5724-Tamuz%2012d%20Mamar%20nigunim%20talking.mp3","https://drive.google.com/file/d/10N7kc3QkJjYncFOxS14ePVqBivGUlAXJ/view","t_949","12 Tammuz 5724 Sicha 2.docx","/api/transcript?name=12%20Tammuz%205724%20Sicha%202.txt","https://drive.google.com/file/d/1pD5-JWd8ifW9Y2JirfjuiNoBaDKJP55_/view",0.95,"50hr-selected"
"a_3894","0785--5724-Tamuz 12j Sicha 9.mp3","5724","Tamuz",12,"",7.67,"https://audio.kohnai.ai/training/0785--5724-Tamuz%2012j%20Sicha%209.mp3","https://drive.google.com/file/d/1X1yudwKXGrWATnykVe2uVGM-wgvuoQlF/view","t_949","12 Tammuz 5724 Sicha 2.docx","/api/transcript?name=12%20Tammuz%205724%20Sicha%202.txt","https://drive.google.com/file/d/1pD5-JWd8ifW9Y2JirfjuiNoBaDKJP55_/view",0.95,"50hr-selected"
"a_3893","0787--5724-Tamuz 12l Sicha 11.mp3","5724","Tamuz",12,"",12.67,"https://audio.kohnai.ai/training/0787--5724-Tamuz%2012l%20Sicha%2011.mp3","https://drive.google.com/file/d/1P2PDqPESluzIAjRm3WVIJQUrg7iKM65-/view","t_949","12 Tammuz 5724 Sicha 2.docx","/api/transcript?name=12%20Tammuz%205724%20Sicha%202.txt","https://drive.google.com/file/d/1pD5-JWd8ifW9Y2JirfjuiNoBaDKJP55_/view",0.95,"50hr-selected"
